fullId,source,id,category,datasets,wnsynset,wnsynsetkey,otf,up,front,nfaces,nvertices,nmeshes,nmaterials,minPoint,maxPoint,aligned.minPoint,aligned.maxPoint,aligned.dims,index,variantIds,baseVariantId,isCornerPiece,setIds,componentIds
p5d.s__1415,p5d,s__1415,stand,SUNCG,n04301000,stand.n.04,0,,,1098,904,4,4,"-0.21, 0.0, -0.305","0.21, 0.618, 0.305","-21.0, 0.0, -30.5","21.0, 61.799995, 30.5","42.0, 61.799995, 61.0",1069,,,,58,
p5d.s__1416,p5d,s__1416,stand,SUNCG,n04301000,stand.n.04,0,,,1160,964,4,4,"-0.21, 0.0, -0.315","0.21, 0.735, 0.315","-21.0, 0.0, -31.5","21.0, 73.5, 31.5","42.0, 73.5, 63.0",1070,,,,58,
p5d.s__1418,p5d,s__1418,desk,SUNCG,n03179701,desk.n.01,0,,,190,232,2,2,"-0.45, 0.0, -0.35","0.45, 0.735, 0.35","-45.0, 0.0, -35.0","45.0, 73.5, 35.0","90.0, 73.5, 70.0",1071,,,,58,
p5d.s__1419,p5d,s__1419,desk,SUNCG,n03179701,desk.n.01,0,,,362,410,2,2,"-0.8, 0.0, -0.5","0.8, 0.735, 0.5","-80.0, 0.0, -50.0","80.0, 73.5, 50.0","160.0, 73.5, 100.0",1072,,,,58,
p5d.s__1422,p5d,s__1422,desk,SUNCG,n03179701,desk.n.01,0,,,362,410,2,2,"-0.7, 0.0, -0.5","0.7, 0.735, 0.5","-70.0, 0.0, -50.0","70.0, 73.5, 50.0","140.0, 73.5, 100.0",1073,,,,58,
p5d.s__1423,p5d,s__1423,desk,SUNCG,n03179701,desk.n.01,0,,,190,232,2,2,"-0.9, 0.0, -0.4","0.9, 0.735, 0.4","-90.0, 0.0, -40.0","90.0, 73.5, 40.0","180.0, 73.5, 80.0",1074,,,,58,
p5d.s__1426,p5d,s__1426,desk,SUNCG,n03179701,desk.n.01,0,,,190,232,2,2,"-0.6, 0.0, -0.35","0.6, 0.735, 0.35","-60.000004, 0.0, -35.0","60.000004, 73.5, 35.0","120.00001, 73.5, 70.0",1075,,,,58,
p5d.s__1427,p5d,s__1427,desk,SUNCG,n03179701,desk.n.01,0,,,190,232,2,2,"-0.7, 0.0, -0.4","0.7, 0.735, 0.4","-70.0, 0.0, -40.0","70.0, 73.5, 40.0","140.0, 73.5, 80.0",1076,,,,58,
p5d.s__1428,p5d,s__1428,desk,SUNCG,n03179701,desk.n.01,0,,,190,232,2,2,"-0.5, 0.0, -0.275","0.5, 0.7, 0.275","-50.0, 0.0, -27.5","50.0, 70.0, 27.5","100.0, 70.0, 55.0",1077,,,,58,
p5d.s__1429,p5d,s__1429,desk,SUNCG,n03179701,desk.n.01,0,,,190,232,2,2,"-0.6, 0.0, -0.4","0.6, 0.735, 0.4","-60.000004, 0.0, -40.0","60.000004, 73.5, 40.0","120.00001, 73.5, 80.0",1078,,,,58,
p5d.s__1431,p5d,s__1431,table,SUNCG,n04379243,table.n.02,0,,,234,194,2,2,"-0.35, 0.0, -0.35","0.35, 0.735, 0.35","-35.0, 0.0, -35.0","35.0, 73.5, 35.0","70.0, 73.5, 70.0",1079,,,,58,
p5d.s__1432,p5d,s__1432,table,SUNCG,n04379243,table.n.02,0,,,278,234,2,2,"-0.4, 0.0, -0.28","0.4, 0.735, 0.28","-40.0, 0.0, -28.0","40.0, 73.5, 28.0","80.0, 73.5, 56.0",1080,,,,58,
p5d.s__1433,p5d,s__1433,table,SUNCG,n04379243,table.n.02,0,,,234,194,2,2,"-0.400002, 0.0, -0.39999998","0.39999998, 0.735, 0.400002","-40.0, 0.0, -40.0002","40.0002, 73.5, 40.0","80.0002, 73.5, 80.0002",1081,,,,58,
p5d.s__1434,p5d,s__1434,toy,SUNCG,n03964744,plaything.n.01,0,,,630,528,2,2,"-0.13, 0.0, -0.275","0.13, 0.300635, 0.275","-13.0, -1.9073486E-6, -27.5","13.0, 30.063501, 27.5","26.0, 30.063503, 55.0",1082,,,,58,
p5d.s__1435,p5d,s__1435,shelving,SUNCG,n04190052,shelf.n.01,0,,,574,612,2,2,"-0.4, 0.0, -0.215","0.4, 1.591, 0.215","-40.0, 0.0, -21.5","40.0, 159.09999, 21.5","80.0, 159.09999, 43.0",1083,,,,,
p5d.s__1438,p5d,s__1438,table,SUNCG,n04379243,table.n.02,0,,,198,210,3,3,"-0.39999998, 0.0, -0.399804","0.399804, 0.735, 0.39999998","-39.9804, 0.0, -40.0","40.0, 73.5, 39.9804","79.9804, 73.5, 79.9804",1084,,,,59,
p5d.s__1439,p5d,s__1439,table,SUNCG,n04379243,table.n.02,0,,,266,276,3,3,"-0.32, 0.0, -0.2","0.32, 0.735, 0.2","-32.0, 0.0, -20.0","32.0, 73.5, 20.0","64.0, 73.5, 40.0",1085,,,,59,
p5d.s__1443,p5d,s__1443,stand,SUNCG,n04301000,stand.n.04,0,,,1020,1116,4,4,"-0.4, 0.0, -0.4","0.4, 0.737, 0.4","-40.0, 0.0, -40.0","40.0, 73.7, 40.0","80.0, 73.7, 80.0",1086,,,,59,
p5d.s__1445,p5d,s__1445,"shelving,bookshelf",SUNCG,n02871439,bookshelf.n.01,0,,,1110,1304,3,3,"-0.4, 0.0, -0.23","0.4, 1.591, 0.23","-40.0, 0.0, -23.0","40.0, 159.09999, 23.0","80.0, 159.09999, 46.0",1087,,,,59,
p5d.s__1446,p5d,s__1446,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,1080,1196,3,3,"-0.4, 0.0, -0.23","0.4, 1.975, 0.23","-40.0, 0.0, -23.0","40.0, 197.5, 23.0","80.0, 197.5, 46.0",1088,,,,59,
p5d.s__1448,p5d,s__1448,"shelving,bookshelf",SUNCG,n02871439,bookshelf.n.01,0,,,588,636,2,2,"-0.4, 0.0, -0.215","0.4, 1.975, 0.215","-40.0, 0.0, -21.5","40.0, 197.5, 21.5","80.0, 197.5, 43.0",1089,,,,59,
p5d.s__1452,p5d,s__1452,desk,SUNCG,n03179701,desk.n.01,0,,,1156,994,3,3,"-0.6, 0.0, -0.4","0.6, 0.737, 0.4","-60.000004, 0.0, -40.0","60.000004, 73.7, 40.0","120.00001, 73.7, 80.0",1090,,,,59,
p5d.s__1461,p5d,s__1461,desk,SUNCG,n03179701,desk.n.01,0,,,882,1232,3,3,"-0.7, 0.0, -0.45","0.7, 0.737, 0.45","-70.0, 0.0, -45.0","70.0, 73.7, 45.0","140.0, 73.7, 90.0",1091,,,,59,
p5d.s__1462,p5d,s__1462,toy,SUNCG,n03964744,plaything.n.01,0,,,1520,1604,2,2,"-0.13, -4.4733286E-5, -0.275","0.13, 0.273, 0.275","-13.0, -0.0044727325, -27.5","13.0, 27.3, 27.5","26.0, 27.304472, 55.0",1092,,,,59,
p5d.s__1465,p5d,s__1465,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,1124,1352,3,3,"-0.4, 0.0, -0.23","0.4, 1.975, 0.23","-40.0, 0.0, -23.0","40.0, 197.5, 23.0","80.0, 197.5, 46.0",1093,,,,59,
p5d.s__1467,p5d,s__1467,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,1082,1256,3,3,"-0.4, 0.0, -0.23","0.4, 0.823, 0.23","-40.0, 0.0, -23.0","40.0, 82.3, 23.0","80.0, 82.3, 46.0",1094,,,,59,
p5d.s__1473,p5d,s__1473,desk,SUNCG,n03179701,desk.n.01,0,,,1016,1224,4,4,"-0.7, 0.0, -0.55","0.7, 0.737, 0.55","-70.0, 0.0, -55.0","70.0, 73.7, 55.0","140.0, 73.7, 110.0",1095,,,,59,
p5d.s__1474,p5d,s__1474,desk,SUNCG,n03179701,desk.n.01,0,,,882,1232,3,3,"-0.7, 0.0, -0.45","0.7, 0.737, 0.45","-70.0, 0.0, -45.0","70.0, 73.7, 45.0","140.0, 73.7, 90.0",1096,,,,59,
p5d.s__1476,p5d,s__1476,desk,SUNCG,n03179701,desk.n.01,0,,,1156,994,3,3,"-0.7, 0.0, -0.4","0.7, 0.737, 0.4","-70.0, 0.0, -40.0","70.0, 73.7, 40.0","140.0, 73.7, 80.0",1097,,,,59,
p5d.s__1486,p5d,s__1486,stand,SUNCG,n04301000,stand.n.04,0,,,2116,2416,3,3,"-0.4, -4.4703484E-5, -0.305","0.4, 0.617, 0.305","-40.0, -0.00447464, -30.5","40.0, 61.699997, 30.5","80.0, 61.70447, 61.0",1098,,,,59,
p5d.s__1487,p5d,s__1487,desk,SUNCG,n03179701,desk.n.01,0,,,266,276,3,3,"-0.399804, 0.0, -0.25","0.399804, 0.735, 0.25","-39.9804, 0.0, -25.0","39.9804, 73.5, 25.0","79.9608, 73.5, 50.0",1099,,,,59,
p5d.s__1490,p5d,s__1490,mirror,SUNCG,n03773035,mirror.n.01,40,,,974,836,3,3,"-0.445, 0.0, -0.0450001","0.445, 1.486, 0.044999905","-44.5, 0.0, -4.49999","44.5, 148.59999, 4.50001","89.0, 148.59999, 9.0",1100,,,,60,
p5d.s__1491,p5d,s__1491,mirror,SUNCG,n03773035,mirror.n.01,120,,,52,88,2,2,"-0.44, 0.0, -0.01","0.44, 0.7, 0.01","-44.0, 0.0, -1.0","44.0, 70.0, 1.0","88.0, 70.0, 2.0",1101,,,,60,
p5d.s__1492,p5d,s__1492,hanger,SUNCG,n03490884,hanger.n.02,40,,,1248,1090,2,2,"-0.445, 0.0, -0.0450001","0.445, 1.486, 0.044999905","-44.5, 0.0, -4.49999","44.5, 148.59999, 4.50001","89.0, 148.59999, 9.0",1102,,,,60,
p5d.s__1493,p5d,s__1493,"stand,nightstand",SUNCG,n03015254,chest_of_drawers.n.01,0,,,724,748,2,2,"-0.225, 0.0, -0.25","0.225, 0.453, 0.25","-22.5, 0.0, -25.0","22.5, 45.3, 25.0","45.0, 45.3, 50.0",1103,,,,60,
p5d.s__1494,p5d,s__1494,"stand,nightstand",SUNCG,n03015254,chest_of_drawers.n.01,0,,,726,756,2,2,"-0.225, 0.0, -0.25","0.225, 0.453, 0.25","-22.5, 0.0, -25.0","22.5, 45.3, 25.0","45.0, 45.3, 50.0",1104,,,,60,
p5d.s__1495,p5d,s__1495,desk,SUNCG,n03179701,desk.n.01,0,,,578,544,2,2,"-0.445, 0.0, -0.25","0.445, 0.84, 0.25","-44.5, 0.0, -25.0","44.5, 84.0, 25.0","89.0, 84.0, 50.0",1105,,,,60,
p5d.s__1496,p5d,s__1496,desk,SUNCG,n03179701,desk.n.01,0,,,904,918,2,2,"-0.6, 0.0, -0.27499998","0.6, 0.84, 0.27499998","-60.000004, 0.0, -27.5","60.000004, 84.0, 27.5","120.00001, 84.0, 55.0",1106,,,,60,
p5d.s__1497,p5d,s__1497,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,884,892,2,2,"-0.445, 0.0, -0.325","0.445, 1.986, 0.325","-44.5, 0.0, -32.5","44.5, 198.59999, 32.5","89.0, 198.59999, 65.0",1107,,,,60,
p5d.s__1498,p5d,s__1498,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,1098,1084,2,2,"-0.445, 0.0, -0.25","0.445, 1.986, 0.25","-44.5, 0.0, -25.0","44.5, 198.59999, 25.0","89.0, 198.59999, 50.0",1108,,,,60,
p5d.s__1499,p5d,s__1499,desk,SUNCG,n03179701,desk.n.01,0,,,770,846,1,1,"-0.445, 0.0, -0.25","0.445, 0.71, 0.23000002","-44.5, 0.0, -23.0","44.5, 71.0, 25.0","89.0, 71.0, 48.0",1109,,,,60,
p5d.s__1500,p5d,s__1500,wood_board,SUNCG,n15101854,board.n.02,10,,,108,100,1,1,"-1.03, 0.0, -0.01","1.03, 0.677, 0.01","-103.0, 0.0, -1.0","103.0, 67.7, 1.0","206.0, 67.7, 2.0",1110,,,,60,
p5d.s__1501,p5d,s__1501,"bed,double_bed",SUNCG,n03225988,double_bed.n.01,0,,,1786,1356,3,3,"-0.825, -5.9604645E-8, -1.02","0.825, 0.832877, 1.02","-82.5, -7.6293945E-6, -102.0","82.5, 83.2877, 102.0","165.0, 83.287704, 204.0",1111,,,,60,
p5d.s__1502,p5d,s__1502,"bed,double_bed",SUNCG,n03225988,double_bed.n.01,0,,,1786,1356,3,3,"-0.725, -5.9604645E-8, -1.02","0.725, 0.832877, 1.02","-72.5, -7.6293945E-6, -102.0","72.5, 83.2877, 102.0","145.0, 83.287704, 204.0",1112,,,,60,
p5d.s__1503,p5d,s__1503,"bed,single_bed",SUNCG,n04222210,single_bed.n.01,0,,,1258,987,3,3,"-0.475, -5.9604645E-8, -1.02","0.475, 0.832877, 1.02","-47.5, -7.6293945E-6, -102.0","47.5, 83.2877, 102.0","95.0, 83.287704, 204.0",1113,,,,60,
p5d.s__1504,p5d,s__1504,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,7745,5186,3,3,"-0.305, 0.0, -0.3","0.305, 1.03186, 0.3","-30.5, -7.6293945E-6, -30.000004","30.5, 103.186, 30.000004","61.0, 103.186005, 60.000008",1114,,,,,
p5d.s__1505,p5d,s__1505,"chair,straight_chair",SUNCG,n04331277,straight_chair.n.01,0,,,1346,845,2,2,"-0.225, 0.0, -0.27501196","0.225, 0.849012, 0.274988","-22.5, 0.0, -27.498802","22.5, 84.9012, 27.501198","45.0, 84.9012, 55.0",1115,,,,,
p5d.s__1506,p5d,s__1506,"chair,straight_chair",SUNCG,n04331277,straight_chair.n.01,0,,,3065,1866,3,3,"-0.265, 0.0, -0.28000003","0.265, 0.790897, 0.28000003","-26.499998, 0.0, -28.0","26.499998, 79.0897, 28.0","52.999996, 79.0897, 56.0",1116,,,,,
p5d.s__1507,p5d,s__1507,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,8817,6828,3,3,"-0.35, 4.7683716E-7, -0.335","0.35, 1.0693, 0.335","-35.0, 4.5776367E-5, -33.5","35.0, 106.93001, 33.5","70.0, 106.92996, 67.0",1117,,,,,
p5d.s__1508,p5d,s__1508,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,6717,5110,2,2,"-0.29, 5.364418E-7, -0.305","0.29, 0.906267, 0.305","-29.0, 5.340576E-5, -30.5","29.0, 90.6267, 30.5","58.0, 90.62665, 61.0",1118,,,,,
p5d.s__1509,p5d,s__1509,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,1326,1328,3,3,"-0.42, 0.0, -0.23","0.42, 1.5, 0.23","-42.0, 0.0, -23.0","42.0, 150.0, 23.0","84.0, 150.0, 46.0",1119,,,,,
p5d.s__1510,p5d,s__1510,desk,SUNCG,n03179701,desk.n.01,0,,,430,492,1,1,"-1.1, 0.0, -0.49","1.1, 0.75, 0.49","-110.0, 0.0, -49.0","110.0, 75.0, 49.0","220.0, 75.0, 98.0",1120,,,,,
p5d.s__1511,p5d,s__1511,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,614,688,2,2,"-0.21, 0.0, -0.22","0.21, 1.5, 0.22","-21.0, 0.0, -22.0","21.0, 150.0, 22.0","42.0, 150.0, 44.0",1121,,,,61,
p5d.s__1512,p5d,s__1512,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,1114,1304,2,2,"-0.42, 0.0, -0.235","0.42, 1.5, 0.235","-42.0, 0.0, -23.5","42.0, 150.0, 23.5","84.0, 150.0, 47.0",1122,,,,61,
p5d.s__1513,p5d,s__1513,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,1114,1304,2,2,"-0.42, 0.0, -0.235","0.42, 2.2, 0.235","-42.0, 0.0, -23.5","42.0, 220.0, 23.5","84.0, 220.0, 47.0",1123,,,,61,
p5d.s__1514,p5d,s__1514,"shelving,bookshelf",SUNCG,n02871439,bookshelf.n.01,0,,,1876,2030,3,3,"-0.42, 0.0, -0.235","0.42, 2.2, 0.235","-42.0, 0.0, -23.5","42.0, 220.0, 23.5","84.0, 220.0, 47.0",1124,,,,,
p5d.s__1515,p5d,s__1515,stand,SUNCG,n04301000,stand.n.04,0,,,1400,1644,2,2,"-0.21, 0.0, -0.235","0.21, 0.61, 0.235","-21.0, 0.0, -23.5","21.0, 61.0, 23.5","42.0, 61.0, 47.0",1125,,,,,
p5d.s__1516,p5d,s__1516,desk,SUNCG,n03179701,desk.n.01,0,,,800,792,2,2,"-0.95, 0.0, -0.44972903","0.95, 0.78, 0.45","-95.0, 0.0, -45.0","95.0, 78.0, 44.9729","190.0, 78.0, 89.9729",1126,,,,,
p5d.s__1517,p5d,s__1517,tv_stand,SUNCG,n03290653,entertainment_center.n.01,0,,,1702,2024,2,2,"-0.615, 0.0, -0.235","0.615, 0.62, 0.235","-61.5, 0.0, -23.5","61.5, 62.0, 23.5","123.0, 62.0, 47.0",1127,,,,,
p5d.s__1518,p5d,s__1518,desk,SUNCG,n03179701,desk.n.01,0,,,322,324,2,2,"-0.374799, 0.0, -0.45","0.374799, 0.75, 0.45","-37.4799, 0.0, -45.0","37.4799, 75.0, 45.0","74.9598, 75.0, 90.0",1128,,,,,
p5d.s__1519,p5d,s__1519,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,6621,4945,2,2,"-0.29, 5.364418E-7, -0.309999","0.29, 0.871178, 0.31000102","-29.0, 5.340576E-5, -31.0001","29.0, 87.1178, 30.9999","58.0, 87.117744, 62.0",1129,,,,,
p5d.s__1520,p5d,s__1520,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,6317,4247,3,3,"-0.285, 5.9604645E-7, -0.305","0.285, 1.05993, 0.305","-28.5, 5.340576E-5, -30.5","28.5, 105.993, 30.5","57.0, 105.99294, 61.0",1130,,,,,
p5d.s__1521,p5d,s__1521,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,5079,3638,4,4,"-0.275, 5.364418E-7, -0.29499996","0.275, 0.80502, 0.29499996","-27.5, 5.340576E-5, -29.499996","27.5, 80.502, 29.499996","55.0, 80.501945, 58.999992",1131,,,,,
p5d.s__1522,p5d,s__1522,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,7549,5196,4,4,"-0.27, 5.364418E-7, -0.275","0.27, 0.887872, 0.275","-27.000002, 5.340576E-5, -27.5","27.000002, 88.7872, 27.5","54.000004, 88.78715, 55.0",1132,,,,,
p5d.s__1523,p5d,s__1523,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,11779,8389,3,3,"-0.355, -4.4822693E-5, -0.355","0.355, 1.151, 0.355","-35.5, -0.0044784546, -35.5","35.5, 115.100006, 35.5","71.0, 115.104485, 71.0",1133,,,,,
p5d.s__1524,p5d,s__1524,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,7230,5510,3,3,"-0.350003, -4.4703484E-5, -0.34999996","0.350003, 1.14511, 0.34999996","-35.0003, -0.0044784546, -35.0","35.0003, 114.511, 35.0","70.0006, 114.51548, 70.0",1134,,,,,
p5d.s__1525,p5d,s__1525,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,11904,8455,2,2,"-0.350016, -4.4703484E-5, -0.35","0.350003, 1.23641, 0.35","-35.0003, -0.004470825, -35.0","35.0016, 123.641, 35.0","70.0019, 123.64547, 70.0",1135,,,,,
p5d.s__1526,p5d,s__1526,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,4366,3437,4,4,"-0.35, -2.3841858E-7, -0.34999996","0.35, 1.11904, 0.34999996","-35.0, -2.2888184E-5, -35.0","35.0, 111.904, 35.0","70.0, 111.90402, 70.0",1136,,,,,
p5d.s__1527,p5d,s__1527,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,8058,5846,3,3,"-0.335, 5.9604645E-7, -0.365","0.335, 1.11541, 0.365","-33.5, 5.340576E-5, -36.5","33.5, 111.541, 36.5","67.0, 111.54095, 73.0",1137,,,,,
p5d.s__1528,p5d,s__1528,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,5905,4282,2,2,"-0.27, 5.364418E-7, -0.299999","0.27, 0.869967, 0.30000103","-27.000002, 5.340576E-5, -30.0001","27.000002, 86.9967, 29.9999","54.000004, 86.99664, 60.0",1138,,,,,
p5d.s__1529,p5d,s__1529,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,5564,3896,4,4,"-0.305, 0.0, -0.29","0.305, 1.04945, 0.29","-30.5, 0.0, -29.0","30.5, 104.94501, 29.0","61.0, 104.94501, 58.0",1139,,,,,
p5d.s__1531,p5d,s__1531,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,5381,4156,3,3,"-0.27, 5.364418E-7, -0.26","0.27, 0.79013, 0.26","-27.000002, 5.340576E-5, -26.0","27.000002, 79.013, 26.0","54.000004, 79.01295, 52.0",1140,,,,,
p5d.s__1532,p5d,s__1532,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,5675,4286,3,3,"-0.27, 5.9604645E-7, -0.265","0.27, 0.852008, 0.265","-27.000002, 6.1035156E-5, -26.499998","27.000002, 85.2008, 26.499998","54.000004, 85.20074, 52.999996",1141,,,,,
p5d.s__1533,p5d,s__1533,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,6003,5011,2,2,"-0.350002, -4.4703484E-5, -0.34","0.350002, 1.23339, 0.34","-35.0002, -0.0044784546, -34.0","35.0002, 123.339, 34.0","70.0004, 123.343475, 68.0",1142,,,,,
p5d.s__1534,p5d,s__1534,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,7568,6586,3,3,"-0.349981, -4.4703484E-5, -0.36","0.349981, 1.23339, 0.36","-34.9981, -0.004470825, -36.0","34.9981, 123.339, 36.0","69.9962, 123.34347, 72.0",1143,,,,,
p5d.s__1535,p5d,s__1535,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,8150,6413,3,3,"-0.349981, -4.4703484E-5, -0.35019004","0.349981, 1.23089, 0.34981","-34.9981, -0.004470825, -34.981","34.9981, 123.089005, 35.019","69.9962, 123.093475, 70.0",1144,,,,,
p5d.s__1536,p5d,s__1536,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,5543,3890,4,4,"-0.305, 0.0, -0.33000004","0.305, 0.913976, 0.33000004","-30.5, 0.0, -33.0","30.5, 91.3976, 33.0","61.0, 91.3976, 66.0",1145,,,,,
p5d.s__1537,p5d,s__1537,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,10656,7259,3,3,"-0.33, 0.0, -0.36","0.33, 1.05883, 0.36","-33.0, 0.0, -36.0","33.0, 105.883, 36.0","66.0, 105.883, 72.0",1146,,,,,
p5d.s__1539,p5d,s__1539,"chair,office_chair",SUNCG,n04373704,swivel_chair.n.01,0,,,8188,6110,3,3,"-0.38, -4.4822693E-5, -0.34000003","0.38, 1.23261, 0.34000003","-38.0, -0.0044784546, -34.0","38.0, 123.261, 34.0","76.0, 123.26548, 68.0",1147,,,,,
p5d.s__1540,p5d,s__1540,toy,SUNCG,n03964744,plaything.n.01,0,,,3401,2449,7,7,"-0.090000495, -8.430481E-4, -0.09000011","0.0899996, 0.299813, 0.0899999","-8.99996, -0.08430481, -8.9999895","9.0000515, 29.9813, 9.0000105","18.000011, 30.065605, 18.0",1148,,,,,
p5d.s__1541,p5d,s__1541,plant,SUNCG,n00017222,plant.n.02,0,,,688,940,4,4,"-0.686705, 0.0, -0.67780197","0.681141, 2.40204, 0.682927","-68.114105, 0.0, -68.2927","68.6705, 240.204, 67.780205","136.7846, 240.204, 136.0729",1149,,,,,
p5d.s__1542,p5d,s__1542,outdoor_lamp,SUNCG,n03636649,lamp.n.02,180,,,1532,1861,4,4,"-0.11, 0.0, -0.15","0.11, 0.55725, 0.15","-11.0, 0.0, -15.000001","11.0, 55.725002, 15.000001","22.0, 55.725002, 30.000002",1150,,,,,
p5d.s__1543,p5d,s__1543,plant,SUNCG,n00017222,plant.n.02,0,,,2564,1804,4,4,"-0.335074, -0.004329741, -0.29521298","0.34289998, 0.895127, 0.323655","-34.29, -0.43297577, -32.3655","33.5074, 89.5127, 29.521301","67.7974, 89.94568, 61.886803",1151,,,,,
p5d.s__1544,p5d,s__1544,mirror,SUNCG,n03773035,mirror.n.01,130,,,2028,2336,2,2,"-0.825, 0.0, -0.0100001","0.825, 1.08, 0.010000201","-82.5, 0.0, -1.00002","82.5, 108.00001, 1.00001","165.0, 108.00001, 2.00003",1152,,,,,
p5d.s__1545,p5d,s__1545,grill,SUNCG,n03459591,grill.n.02,0,,,3370,3147,3,3,"-0.475, 0.0, -0.325","0.475, 1.27, 0.325","-47.5, 0.0, -32.5","47.5, 127.0, 32.5","95.0, 127.0, 65.0",1153,,,,,
p5d.s__1546,p5d,s__1546,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,4608,5056,2,2,"-0.41, -2.9802322E-8, -0.41","0.41, 0.415, 0.41","-41.0, 0.0, -41.0","41.0, 41.5, 41.0","82.0, 41.5, 82.0",1154,,,,,
p5d.s__1547,p5d,s__1547,bench_chair,SUNCG,n02788386,banquette.n.01,0,,,2306,3243,2,2,"-0.280084, 0.0, -0.16499999","0.28008497, 0.459233, 0.165001","-28.0085, 0.0, -16.5001","28.0084, 45.923298, 16.5","56.0169, 45.923298, 33.0001",1155,,,,134,
p5d.s__1548,p5d,s__1548,"kitchen_cabinet,kitchen_sink_with_dishwasher",SUNCG,n02933112,cabinet.n.01,0,,,4612,4663,8,8,"-0.8, 0.0, -0.315","0.8, 1.17629, 0.315","-80.0, 0.0, -31.5","80.0, 117.629005, 31.5","160.0, 117.629005, 63.0",1156,,,,,
p5d.s__1549,p5d,s__1549,clock,SUNCG,n03046257,clock.n.01,170,,,1148,1481,1,1,"-0.225, 0.0, -0.01","0.225, 0.45, 0.009999981","-22.5, 0.0, -0.9999981","22.5, 45.0, 1.0","45.0, 45.0, 1.9999981",1157,,,,,
p5d.s__1550,p5d,s__1550,"chair,armchair",SUNCG,n02738535,armchair.n.01,0,,,4894,5337,2,2,"-0.281692, 0.0, -0.315","0.278308, 0.883813, 0.315","-27.830801, 0.0, -31.5","28.169199, 88.3813, 31.5","56.0, 88.3813, 63.0",1158,,,,134,
p5d.s__1551,p5d,s__1551,stand,SUNCG,n04301000,stand.n.04,0,,,6034,6358,1,1,"-0.7, 0.0, -0.195","0.7, 0.8, 0.195","-70.0, 0.0, -19.5","70.0, 80.0, 19.5","140.0, 80.0, 39.0",1159,,,,,
p5d.s__1552,p5d,s__1552,sink,SUNCG,n04223580,sink.n.01,0,,,4452,3879,5,5,"-0.71, 0.0, -0.245","0.71, 1.12907, 0.245","-71.0, 7.6293945E-6, -24.5","71.0, 112.907005, 24.5","142.0, 112.907, 49.0",1160,,,,,
p5d.s__1553,p5d,s__1553,bathtub,SUNCG,n02808440,bathtub.n.01,0,,,4292,3565,9,9,"-1.205, 0.0, -0.65","1.205, 1.08938, 0.65","-120.500015, 0.0, -65.0","120.500015, 108.938, 65.0","241.00003, 108.938, 130.0",1161,,,,,
p5d.s__1554,p5d,s__1554,trash_can,SUNCG,n02747177,ashcan.n.01,0,,,892,685,2,2,"-0.13, 0.0, -0.15","0.13, 0.40625, 0.15","-13.0, 0.0, -15.000001","13.0, 40.625, 15.000001","26.0, 40.625, 30.000002",1162,,,,,
p5d.s__1555,p5d,s__1555,shower,SUNCG,n04208936,shower.n.01,0,,,5000,4516,6,6,"-0.7950001, 0.0, -0.505","0.7950001, 2.6, 0.505","-79.5, 0.0, -50.5","79.5, 260.0, 50.5","159.0, 260.0, 101.0",1163,,,,,
